sentence,profane,,
sus nagbayad sana an jan si lugaw kunyare guest speaker dae nindo ako pagburua buahon mga kupal ,1,,
happy happy birthday dakulaon na ang abunjingbunjing ko pakyu ka enjoy your day and eat lots deserve mo an,1,,
miss ko na an sunki pakshet,1,,
tangina kasalan ko na naman,1,,
wara na kamong mauuto digdi kupal ka,1,,
asa ka pa kupal habo kan diyos sa dangag baka agawan pa siya ki pwesto ika ba su nag sign of the cross sa stage ng rally ni santa leni,1,,
dae daw need pero kung makapagdemand sa hybe may pa hashtag pa kamo ulol,1,,
kaulukon puta gari au in real life nag uulok sindahabang nagchachat ano ini,1,,
putangina mo tapos na ako sa assignment,1,,
wara na puta kahugakon na,1,,
minsan dangagon ako magconstruct ki sentence maski tagalog na,1,,
gago magayunon na naman,1,,
aba pucha,1,,
tangina nata pandok  fries pakyu naman nagccrave pa bati ako ki sundae buda fries,1,,
iyo fake lang naman di ba saur agree na sa desisyon ko iyo pakyu,1,,
kapalon pandok mo kupal ka,1,,
my pleasure haha punyeta naubos energy ko kakaexplain sa mga lintek,1,,
ulol may bobo nanaman,1,,
kulugon talaga payo ko putangina naman,1,,
iyo cheol putangina mo,1,,
puta ka sabi ko sana bumalik ka sa dangag tweets bako digdi,1,,
hala may nauukudan na ako sa genchem bako palan ako dangagon na maray haha,1,,
tangina maluyahaon ako saimo,1,,
tarantado ang puta barkada taka ba talaga,1,,
haha ano yan dangagon bati ako,1,,
dapat lang na magsaro ka duque dakulon kang kasalan sa taong bayan hayop ka,1,,
kulugon sa talinga boses mo masayado mong pinaninidigan an kabaliwan mo magpa mental kapang bwiset ka,1,,
wait lang dangagon ako sa part na nagsabi ako ki drop anything,1,,
tanginang trip na an tatawan kang tadang pirasong siomai tas may kagat pa halatang habo mag harali eh gago,1,,
su tipong nagpapahingalo ka sa arog kaining oras tapos magchat mga kagrupo mo about sa thesis putangina nindo sana bangunguton kamo,1,,
bwiset dae palan naka saksak charger ko,1,,
tarantado sana po talaga ako,1,,
bro dangagon ka,1,,
ay bwiset nakigkig ako,1,,
puta haha nag post si adrian,1,,
nagbabalos lang po kami ta kamo nanginutan mag isyu mga kupal ,1,,
putangina kan mga kapulisan,1,,
magayunon si jisoo mga pakshet kamo naglumpasay,1,,
bulbol amputa guna niya kinagayon niya wara kang paki sa bio ko bobo,1,,
i love writing pero habo ko magsurat pag about academic hays makapagalon mag ojt tapos may portfolio pa punyeta,1,,
tangina apat na taon na daa akong nakaistar sa harong puta,1,,
solid leg day kasubago pucha at naisipan ko pang maghagyan,1,,
ika gari ka man bako bobo,1,,
gago ka cielo,1,,
aki kan pucha minsan na sana ngane magka crush napanaginipan pang may jowa,1,,
sobrang kupal ni just hush wtf,1,,
tig iisip ko what if dangag palan ako mag stab kaya buhay padin ako,1,,
su photocards putangina,1,,
gabos na sana nagcicrit tangina,1,,
haha ulol kamo lang ito nandamay pa kamo,1,,
makasisihon puta,1,,
gago ka te barkada mi man sana an,1,,
punyeta nawaran kaming wifi kung kasuarin dvsd,1,,
pakshet kulugon puso ko,1,,
saen mo ini nahiling pucha ka,1,,
putangina tama na haha,1,,
igkakalayuhan na ako digdi punyeta,1,,
puta nata dae kamo nagsasabi madayaon kamo ah,1,,
iga isip ko na sana pirmi su time ne pinamati mo sako na special ako ngane dae magkulog boot ko saimo pero sa tunay lang muya ko madagit saimo pero  dae ko magibo ta feeel ko dae man akong karapatan tangina ,1,,
pakyu ka rhyden pogion kaya ako,1,,
yes go cinco sana maaraman mo su igagibo kan kupal mong manager,1,,
putangina may lawa sa paril haha,1,,
gago kyuton ka tangina mo pogion pa mahamuton maski dae pa nagkakarigos i love you seungmin pakyu,1,,
oy gago bagay kamo ta parehas kaong gago,1,,
gari ka man dangag globe,1,,
bulok man giraray internet connection putangina maski ano I avail saindo gabos may problema upgrade upgrade pang naaaraman mga ulol,1,,
sana all may pabackrub gago bwiset,1,,
nata dangagon ako ngonyan sa simpleng formula pinadipisil ko,1,,
pucha dae ako matugot na sayangon si shan siguro mahibi na sana ako,1,,
ay iyo putangina agree ako dyan lunes na lunes may ororal recitation kami tangina,1,,
tangina kan skusta na ini sana buong buhay mo karmahon gago ka,1,,
effective siya sa pagpapaulok tangina,1,,
putangina kayang signal ini gari na lugod ako dangag,1,,
kaya paan dae ako mapost kan hayop ta may ig iingatan haha,1,,
magayunon ako sa id punyeta,1,,
gago changbin palan su first whisper guna ko si hyunjin haha bua,1,,
maski nuaren tarantado na talaga sinda,1,,
bwiset eh haha,1,,
nata inuru aldaw aldaw mo pagiging dangag mo haha sabagay since birth gayod bobo ka na,1,,
pucha nuaren daw su tamang desisyon na gigibuhon ko tas maogma haha ,1,,
mas kupal pa an kay vecna tangina niya sana bako masiram isira nya haha,1,,
owen gago maski su iba kupal,1,,
pogion si heeseung puta nahihibi ako,1,,
kasing dakula kan bilib mo sa poon mo bobo,1,,
si lawrence dangag,1,,
tarantado ka man talaga oh,1,,
ulol daog pirmi haha,1,,
bwiset man ning taxi may langaw digdi sa laog,1,,
ay puta gari walis eh haha gago,1,,
pucha mata pa,1,,
gari habo ko muna mag enroll this academic year mapagalon palan maging bobo ,1,,
bwiset talaga pag si hiraya ang nagagamit kaining emoji hays,1,,
uru aldaw nagigimata ata ako sa mga merch punyeta haha skz at svt naman,1,,
gago dae na ako makahangos,1,,
ulol anong cant be blank e blank ngane pangaran ko,1,,
boringon puta,1,,
pakyu kamo gabosdae ko malilingawan an aldaw na ini june may nagsabe sako sa bendables,1,,
kupal na driver jusko,1,,
gago palan ining si puta haha,1,,
hanep muntik ko na ma spoil su surprise bridal shower bobo,1,,
spanish nanaman putangina gago nagadan po puta revenge is here,1,,
muya ko mag mccafe punyeta,1,,
wara man akong ginibo saimo igsasabihan mo tulos ako ki putangina pakyu ka ,1,,
haha jimin pano pag bobo haha,1,,
ulol sana dae taka na sana nahiling,1,,
puta dae na mag college haha,1,,
habo ba nindo ako kahurunon dangagon man kamo ,1,,
haha uy putangina dadamayon pa nindo ako sa pagiging masokista nindo,1,,
su makaturog ka na ki amay tas magigimata ka man ki arog kaining oras pakshet jinojoke time talaga ako,1,,
gagi two years na pucha two years naman na warang taekook sub unit bighit ano na,1,,
dakulon na bobo sa pilipinas,1,,
mga puta kamo,1,,
dakulaon pa su nabayad ko saiya i paid their taxi fares pa tas nagbayad pa ako ki pang add shipping putngina. kung aram ko sana na arog kaini mangyayare dae na ako nakipag transact saimo wara akong paki kung dae mo ito nasasabutan bwiset warang wara,1,,
puta nata man kaya kasabay ang fighting uniform sa letter,1,,
ibang agenda na sana puta makahibion,1,,
pucha pogion,1,,
gari dangag pirmi na sana ako nakakaidlip,1,,
pinapalampas nindo ta gwapo mga ulol ,1,,
pre gago igkakasupog takang diit tngina mo kaya ,1,,
anong dae gago,1,,
inda man daw sa utak ko pangtarantado,1,,
hooked ka na tas warang ending gago ano an,1,,
merry krismas pakyu gago putangina mo hayop tarantado,1,,
iyo na huni na makaon na kyuton ka man pakyu  ,1,,
makapag valorant na sana daw iuyaman pa ako ta nadaog warriors diputa haha,1,,
ulol na ulol ako ngonyan dae ko na kaya,1,,
gagi parehas kitang ligaw na dangag digdi,1,,
pogion pakshet naman,1,,
ngonyan pucha iba na haha,1,,
su inavail kong spotify saimo punyeta dae man nindo nirerenew,1,,
habo ko na talaga maghiling na volleyball punyeta,1,,
wara naman talaga pero maydangag ika bakla daeng pinangaking bobo maluya sana mag pick up o huak sana mag adal duh pala desisyon ka sa buhay sana dae kana magimata dangag ka puta,1,,
ang kupal mo grabe,1,,
luh igsasabe mo bang pnagiton an boses ko bwiset ka,1,,
bwiset naman kaya dae ba gari diit man sana epekto kaan pero nata itatapok ,1,,
kakaopen ko lang ki tiktok nata arog kaini nag luwas mapanakit na hayop ka huhu deleteon taka tanginamo pakyu gago kang puta ka ano ginibo ko saimo,1,,
lol tapos wara si adie sa pinost kan clark aurora fest page puta ano ito,1,,
bobo mo magkawat sis haha,1,,
hoy puta iba talaga,1,,
kaya padabaon taka heil eh parehaskita ki trip bwiset haha,1,,
pakshet low battery na ako pero nagbabasa man giraray ako,1,,
occupied-on ang isip ko putangina lang,1,,
Sana marumduman ko gabos na inadalan ko sa pakshet,1,,
mga pakshet kamo,1,,
ay te gago nagngangalas na ako sa mga legal age nata puro minor an mga muya,1,,
tangina napindot puta,1,,
haha si donut boy ama na daa ngonyan tarantado,1,,
puta ulok ulok na sana kita sa mahalon na gas buda diesel,1,,
pakshet man kaya pakaturuga naman nindo ako ,1,,
putangina nindo sm entertainment ano ito,1,,
number kaya pucha mainiton sa pilipinas,1,,
sisay man kaya nagtaram sako na tapuson ining au diputa,1,,
iyo mameh binalo lastime kan mga barkada ko pucha dae ko masabutan ,1,,
kulugon sa lower back pucha,1,,
pakyu kornihon kamo,1,,
dakulon na nagyayare pucha kakamata ko lang ,1,,
punyeta harani na exams dae ako excited ,1,,
sisay nagsabing warang mapapala ang dagit tangina nindo dadrahon ko ini sa hukay ko bitch,1,,
required bang man kindat pag naga sayaw gari dangag visual yan ,1,,
tangina haluyon kong hinalat mag june,1,,
pakshet ka bumalik ka sa harong nindo ,1,,
oh talaga ba beh pakyu,1,,
pakshet hunina,1,,
anong english kan sayang dapat an sinimbag niya ay ano tas masimbag ako ki aw pero sinimbag niya tamang english kan sayang naman which is what a waste na ade man lamang nag agi sa payo ko tanginang an aww din talaga simbag ko pakyu,1,,
punyeta dae ko man ini mahihiling ki ayos kauyamon,1,,
namiss ko su pagmati na bako ako dangag sa math,1,,
haha digdi daa sinda matarmbay haha kaulukon talaga seramon mabuhay pakshet ,1,,
tarantado makaturog na sana ako habang buhay ,1,,
dangagon talaga ako,1,,
ulol pakyu ka,1,,
putangina nuaren daw ako mayaman,1,,
pinangaki lang talaga gayod ako para mang bwiset haha,1,,
pakshet kamo mga pabuhat,1,,
gari ako dangag nag ooverthink tulos mahiling man sanang basketball,1,,
iyo bobo lang talaga kan director buda main star bistadong racist  ,1,,
tangina kulugon habo ko na kaini makapagalon na talaga,1,,
basag earist tangina nagexpect kami ki graduation,1,,
kung padaba ta ang kapwa ta dae na kaipuhan taramon sainda na mga hangal o taramon na pinagbabawal arog kan ulol ,1,,
kabwiseton ka pol haha,1,,
kita an ulol,1,,
pakyu ulol,1,,
deserve mo pakyu,1,,
su trip ka pahibion kan boss mo ngonyan na aldaw punyeta ,1,,
anong crush ulol ika may crush sako gusto mo crushback ,1,,
pati ako tigkikilig pakshet,1,,
putangina kan mga moments moments na an makairitahon pucha,1,,
tangina mars gari gibo kan aki,1,,
bua talaga ito si beh,1,,
sa tunay lang dangagon ka kakasuka,1,,
nauulol na naman ako gari kamo mga dangag,1,,
bobohon kamo tangina niyo tinotolerate pagiging victim mga dangag dangagon,1,,
putangina ano naman ini gago pakyu mga kapitalista,1,,
hays puta manhidon an bitis ko,1,,
natimakan ko su envelope mni mama hoy punyeta ka su mga papeles ko an ,1,,
punyeta nata arakion an mga aking pogi na nasa tiktok makakonsensyahon lugod maging crush,1,,
dance cover kasi tarantado,1,,
tangina masikat na naman su kanta ni sam by toneejay sa tiktok tas ififlex naman ninda mga syota ninda tangina talaga mahibi na sana ako sa inggit ,1,,
kidding aside kyuton sinda pakshet,1,,
hui pgari mga bobo subida sa fall hui nag iinit payo ko jusko haha,1,,
ka aga aga pigpapa ulok ko pinsan ko haha gg kaya bobo ko talaga pag abot sa size kan bado ,1,,
dae na mage xpect giraray pakyu so much,1,,
ulol bahala kamo jan,1,,
nahihibi ako mga pakyu ka aga aga please,1,,
tangina kaining crush ko dipisilon duraton tarantado ka ba,1,,
mga marauton kamo punyeta,1,,
tangina minimum na sa shopee pay cash in tapos may pa,1,,
gago anong lovelife,1,,
pakyu haha chika ko giraray  sa messenger,1,,
nangyayari man giraray makauyamon na sobra putangina,1,,
tangina nata man kaya arog kaito,1,,
dae talaga ako matugot na dae makduman sa tds sa Manila days bago ticket selling macamping ako duman puta ,1,,
somnies gabos na ba nakapagpablack hair yoohyeon ulol,1,,
nahanap ko na pakyu ka eros,1,,
oh nata dae kamo minagibo ki sadiri nindong music video diba mga tarantado kamo ,1,,
tangina pirmi digdi nagtitweet putanginang yan,1,,
si accling ginbo akong kawatan potangina mo pakshet ka,1,,
tangina minutes na lang pota,1,,
putangina wara na akong kwarta,1,,
may balak pa daw na mag uli sako mga photocards ni renjun putangina nascam na naman gayod ako ,1,,
dakulon akong iga isip punyeta kabagot ,1,,
ako masaksak saimo dali bwisit ka,1,,
puro kamo talkshit samo pag nakatalikod pero pag may kaipuhan kamo samo gari kamo ayam na ulol,1,,
paruton ka katransact tangina ka,1,,
pakyu ka lulu haha,1,,
ulol ka man giraray porke tax ang igsususweldo sainda arog ka kaan mag kasta mga paruton lang talaga kamong mga aktibista ,1,,
sorry dae kaiba sa group pic salong flat tops nagutom na ako eh pakyu ka palan  ,1,,
pakyu bako ka man chix,1,,
pucha guna ko sa mkoving up pa su offer haha bobohon ako amp nyan magsisi ka ngonyan  ,1,,
mga dangag an rts ngane na worth right million dae ninda binalik last year november pa ito,1,,
guna ko may issue bwiset ka beh huhu,1,,
sike haha puta naman,1,,
nag backread ako kasubago sa convo mi ni paps dati haha gari palan ako dangag makipag duratan,1,,
katakkuotn mag sad stiry pakshet baka mag unfollow gabos ,1,,
ay shuta guna ko hurong poppy playtime,1,,
at si dangag ay ma order na haha,1,,
amayunon pong pang mang bwiset ni shi kuwaa na daw nindo ini haha,1,,
dangagon ako jusko,1,,
magayunon ka pakshet,1,,
ay puta nag amin na ngane su tawo haha ,1,,
putanginang barkada ini tatakuton ka pa talaga maski takuton kana ngane gago sana bako masiram pamahawan buda pangudtuhan mo  ,1,,
sorry maribukon na naman ako pucha kantahan ka ba naman ki bad decisions ni jungkook ,1,,
bobohon ang puli may witness na ngane mga bobo,1,,
tangina puros foodtrip yaon sa fyp ko,1,,
pero mas nandidiri ako sa mmda na clearly around na ngane tapos inapod pa akong baby ampota ulol,1,,
omg huy guna ko ig ghost mo na talaga kami pakshet padabaon taka hala akala ko ghinost mo na talaga kami pakshet padabaon taka,1,,
hala putangina,1,,
tas sasabihon mo nag tetetris ka nya nag tampo ka man sana palan ulol,1,,
iyo dangag ka man,1,,
nadidipisilan na akong i-ss ini pucha maguluhon kamo ,1,,
tangina nindo masingil kami,1,,
weekends nanaman maabot mga binarakal ko tangina madadagitan na naman ako bwiset  ,1,,
tangina maray sana tapos na ang second semester shit makaka trabaho na giray ako namiss ko mag work so much ,1,,
pakyu bako ka makaulok ,1,,
mahalon man kaya ang sf tangina,1,,
kupal haha,1,,
dae man an poprotektahan mi ika kalmahan kmo kaya puta panuon na timeline ko ,1,,
ayp haloy na palan talaga akong bobo sa mga subjects na ini,1,,
namiss kong kabonding kupal na ini,1,,
punyeta last update nido sako ishiship tapos sinabe nindo na nankapag checkout na kamo sa supplier niyo buda in transit na pasiring sa address nindo pero nata hanggang ngonyan wara pa,1,,
may dangag na nagsabi ok lang daa ito may kilig ang congress ulol palan kmao sana naghiling na sana kamong pelikula,1,,
kakamata ko lang magayunon an nagbutwa sako punyeta ,1,,
gago naimagine ko na naman,1,,
tangina igkikilig naman ako sa jollibots haha gago,1,,
edi putangina mo ika na maggibo pakyu bitch,1,,
mawawaran daa ki tubig putangina dae ko ini kaya pls dae po,1,,
kulugon man giraray puta tangina mo tiktok,1,,
muya ko mag taram ki mararaot na words tangina ,1,,
tangina nindo ttry baluon nindo duraton sa mga mag aabugado ako madali sana icoverup kung haen su lawas nindo ,1,,
maray na aga pnagiton na naman ang update kan twitter bwiset ,1,,
ay shit dae ko naabot punyeta bako talaga meant sako makapasar,1,,
pakyu po hehe supog supog pa ako,1,,
ngonyan sana ako nag worry sa health ko ki sobra pucha talaga,1,,
dae talagang kauragi an politics na an ,1,,
baluon kaya minsan kan sm entertainment dae maging kupal haha balo lang,1,,
nata pa man ako maselos eh wara naman kami haha dangagon ka man eliz pey,1,,
huyan naging bwiset pa naman hays haha,1,,
pogion ang bias ko habo ko na nahihibi na ako pakshet,1,,
kuliton an hayop add ki add,1,,
na bua nanamn por vidyeo,1,,
dae na mauutro mga kupal putangina haha,1,,
nagigiulok ako tangina mag amdre na sana daa su saro ming barkada ta nag fail daa gabos na types of love kaya love for god na sana,1,,
jirits tangina baluon ako kaining dagitan sa aga ngarag na ako tas dae niya ako makakahuron sa sarong aldaw naman na banas sa toxicoty sa harong,1,,
mahalon maging maogma puta,1,,
tangina mo kung sisay ka man na sugo ni satanas aki kan puta ka pakyu  ,1,,
dae ko mahiling na maray pakyu wara su eyeglasses,1,,
parte kan sakong daily routine ang isipon kang hayop ka,1,,
haha tarantado half moon,1,,
mga kupal,1,,
gago ka bwiset,1,,
putangina dakulon na spam na calls buda texts puta iba ibang number pa an mga hayop,1,,
iyo dangag ibahan mo pa ako sa aga,1,,
dangagon ka kaya,1,,
pakshet talaga haha ,1,,
amayon kamo mambwiset,1,,
gago makamisson si young k sa stage nu man daw ini,1,,
haha green flag haha ulol,1,,
bobo ka putangina mo pamayo mo manyakis kung anon anong kadustaan iga isip nindo sa ibang tawo wara man kamong ebidensiya tandulon nindo payo nindo sa paril tutal wara man sanang pakinabang ,1,,
iuyaman na ako putangina saen ito,1,,
wara na tangina kami na sana dae nagapasa haha sige edi puyat ,1,,
ibabluyan talaga ako puta haha,1,,
putangina mong bobo ka hayup ka tangina mo habo ko na pota sana madasmag ka inamo talaga hayop ka putangina mo pangiton ka dae ka man kaan padaba pakshet ka,1,,
kandati guna ko kupal ka ngonyan sigurado na ako ,1,,
mabusiness ako maski dangag ako,1,,
iyo bako ako buyong gago,1,,
putanginamo magayunon ka talagang pakyu ka ,1,,
as a firstimer pucha makabuahon palan talaga ang research nabubua na ako,1,,
haha aram ko delikado na ako putangina,1,,
makauyamon talaga marealize na napadakula payo ko kan mga kupal tnagina man kaya ,1,,
kulugon an pandok ko sa pag bagong skin pakshet ,1,,
ulol dae pag dunong dunungan tarantado kang punyeta ka dangagon ka diba,1,,
putangina nindo dagit ako,1,,
sinauna kang bobo,1,,
tanginamo yves pakyu,1,,
gari man dangag an bitis kan tugang ko su kaliwa dakula tas su sa balyo sadit,1,,
